"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"University Of Oregon","University Of Oregon","20200409","grant","$8,047,973","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Oregon","Eugene","","","","","","0","","non-profit","","Oregon","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University of Phoenix","Apollo Education Group","20200409","grant","$3,294,716","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf",""," ","","","","","","","0","","privately held","","Arizona","USA","miscellaneous services","educational services","0","0","$4,024,000","","$39,779","$0","$0","$191,000,000","","$0","$0","$0","yes","no","no","no","yes","no","","","https://www.followthemoney.org/entity-details?eid=214","apollo-education-group","apollo-education-group"
"University Of Pittsburgh","University Of Pittsburgh","20200409","grant","$10,632,670","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Pennsylvania","Pittsburgh","","","","","","0","","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Portland","University Of Portland","20200409","grant","$1,336,002","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Oregon","","","","","","","0","","non-profit","","Oregon","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Arecibo","University Of Puerto Rico","20200409","grant","$3,842,367","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Arecibo","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Toledo Express Airport","Toledo-Lucas County Port Authority","20200414","grant","$2,907,370","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Ohio","Toledo","","","","","","0","","government-owned","","Ohio","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Cayey University College","University Of Puerto Rico","20200409","grant","$2,869,028","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Cayey","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Humacao University College","University Of Puerto Rico","20200409","grant","$2,832,118","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Humacao","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Mayaguez","University Of Puerto Rico","20200409","grant","$9,829,062","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Mayaguez","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Medical Science Campus","University Of Puerto Rico","20200409","grant","$595,132","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","San Juan","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Rio Piedras Campus","University Of Puerto Rico","20200409","grant","$8,436,810","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","San Juan","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico - Utuado","University Of Puerto Rico","20200409","grant","$800,179","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Utuado","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico Bayamon Technical University College","University Of Puerto Rico","20200409","grant","$3,495,835","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Bayamon","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico Carolina Regional College","University Of Puerto Rico","20200409","grant","$2,245,951","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Carolina","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico, Aguadilla Regional College","University Of Puerto Rico","20200409","grant","$2,949,891","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Aguadilla","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Puerto Rico, Ponce","University Of Puerto Rico","20200409","grant","$2,657,125","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Puerto Rico","Ponce","","","","","","0","","non-profit","","Puerto Rico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Topeka Regional","Metropolitan Topeka Airport Authority","20200414","grant","$16,867,555","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Kansas","Topeka","","","","","","0","","government-owned","","Kansas","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Rhode Island","University Of Rhode Island","20200409","grant","$5,619,341","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Rhode Island","Kingston","","","","","","0","","non-profit","","Rhode Island","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Rochester","University Of Rochester","20200409","grant","$3,005,849","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","New York","Rochester","","","","","","0","","non-profit","","New York","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Saint Thomas","University Of Saint Thomas (TX)","20200409","grant","$992,236","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Texas","","","","","","","0","","non-profit","","Texas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Saint Thomas","University Of Saint Thomas (MN)","20200409","grant","$2,502,601","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Minnesota","","","","","","","0","","non-profit","","Minnesota","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of San Diego","University Of San Diego","20200409","grant","$2,213,276","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","California","","","","","","","0","","non-profit","","California","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
